pt1,pt2,eta1,eta2,phi1,phi2,E1,E2
+4.9905148e+01,+1.2351826e+01,+8.5052657e-01,-2.3935370e+00,+7.3677564e-01,-1.7842240e+00,+6.9070453e+01,+6.8203594e+01
+4.1083449e+01,+2.7185543e+01,-2.0904906e+00,-1.6390255e-01,+7.9436839e-01,-2.6344988e+00,+1.6869913e+02,+2.7551721e+01
+4.2782988e+01,+3.0030701e+01,+1.1314428e+00,-3.3557877e-01,-2.2414765e+00,+1.4888065e+00,+7.3216531e+01,+3.1737555e+01
+2.8321570e+01,+1.7895482e+01,-4.8296899e-02,-5.7606584e-01,-1.4960494e+00,+1.1918834e+00,+2.8354805e+01,+2.0948102e+01
+4.1583934e+01,+4.1053902e+01,-2.8047433e-01,+3.4006125e-01,-1.4411243e+00,+1.7076776e+00,+4.3230430e+01,+4.3450766e+01
+5.4649430e+01,+2.7994342e+01,-6.8066293e-01,-1.3973157e+00,+1.3806851e-02,+2.4837677e+00,+6.7805484e+01,+6.0070199e+01
+7.5499102e+01,+3.1130670e+01,-2.2326396e+00,-1.6944569e+00,-5.0501745e-02,-2.1980927e+00,+3.5604209e+02,+8.7592180e+01
+2.9150271e+01,+1.0319243e+01,+8.4769297e-01,+6.1531734e-01,+2.4685349e+00,+2.7672884e+00,+4.0266109e+01,+1.2335627e+01
+4.3081805e+01,+3.8079512e+01,+3.5850114e-01,+1.3564574e+00,+2.0265040e+00,-1.3844756e+00,+4.5880207e+01,+7.8824406e+01
+5.1517020e+01,+3.1354270e+01,+4.1421720e-01,-5.4638356e-01,-2.9430144e+00,+7.8710727e-02,+5.6000113e+01,+3.6152039e+01
+3.7547207e+01,+1.6318950e+01,+1.6846186e+00,-7.6530081e-01,+6.4094102e-01,-1.9049238e+00,+1.0467992e+02,+2.1335680e+01
+7.7256531e+01,+1.7810379e+01,-3.8366604e-01,+1.5726508e+00,+1.8922950e+00,+2.3282695e+00,+8.3012687e+01,+4.4765504e+01
+4.4973531e+01,+4.4120320e+01,-6.9011891e-01,-8.2944727e-01,-2.7527785e+00,+6.1685115e-01,+5.6115027e+01,+6.0187660e+01
+4.7624063e+01,+4.2202336e+01,+2.2301831e+00,+1.9531956e+00,-2.0724888e+00,+9.5751548e-01,+2.2404928e+02,+1.5178083e+02
+7.9646422e+01,+6.7946992e+01,+1.6914337e+00,+1.2097871e+00,-1.3943158e+00,+1.8836851e+00,+2.2346839e+02,+1.2403831e+02
+4.0666660e+01,+3.9969211e+01,+3.3036491e-01,-7.2878706e-01,-1.4513009e+00,+1.7030087e+00,+4.2906246e+01,+5.1061957e+01
+3.9309906e+01,+3.2862980e+01,-2.1441658e+00,-7.8032935e-01,+2.4353955e+00,-2.9855716e-01,+1.7005633e+02,+4.3386590e+01
+4.7012754e+01,+4.6836832e+01,-1.8565799e-01,-2.2204047e-01,-1.5927480e-01,-2.8194818e+00,+4.7825437e+01,+4.7996273e+01
+4.4263555e+01,+4.0923719e+01,-2.9145107e-01,-9.6533275e-01,+1.5024316e+00,-1.6218448e+00,+4.6156977e+01,+6.1519031e+01
+4.2403926e+01,+2.8788160e+01,+1.8744792e+00,+2.5899065e-01,+3.0721920e+00,+4.8262078e-01,+1.4143534e+02,+2.9759256e+01
+7.2592469e+01,+6.2590703e+01,+9.4814467e-01,+1.6412032e+00,+2.0913730e+00,-9.9677688e-01,+1.0774087e+02,+1.6759044e+02
+6.1784059e+01,+3.3370820e+01,-1.1857390e-01,-1.0631990e-01,-1.8294022e+00,+1.0484116e+00,+6.2218902e+01,+3.3559609e+01
+5.8415770e+01,+5.2417297e+01,-1.7806208e+00,-1.4745218e+00,+2.0567091e+00,+2.1501331e-01,+1.7822866e+02,+1.2050306e+02
+5.7841156e+01,+3.7111379e+01,-9.0771729e-01,-8.0461144e-01,+1.2150408e+00,-1.7460680e+00,+8.3352063e+01,+4.9786570e+01
+4.6571492e+01,+4.0062578e+01,-1.1300969e+00,-1.6289308e+00,-2.4741511e+00,+4.0213907e-01,+7.9613000e+01,+1.0605686e+02
+4.5980113e+01,+3.1538623e+01,-2.3231235e+00,-1.1811544e+00,+2.2610669e+00,-6.2136900e-01,+2.3692347e+02,+5.6218598e+01
+5.9799105e+01,+3.1085711e+01,+4.8067305e-02,-2.1667483e+00,+1.6910699e-01,-2.6475234e+00,+5.9868293e+01,+1.3746723e+02
+3.8491719e+01,+3.2441967e+01,+2.3160264e+00,+9.5158088e-01,-1.0792961e+00,+1.9172993e+00,+1.9696187e+02,+4.8272637e+01
+4.3499691e+01,+3.3370992e+01,-1.1619993e+00,+5.1655438e-02,-1.0028892e+00,+2.0585978e+00,+7.6324141e+01,+3.3415691e+01
+8.2726617e+01,+6.8969828e+01,+1.5507857e+00,-5.4142493e-01,+1.9787538e+00,+1.9438441e+00,+2.0380755e+02,+7.9328211e+01
+2.6002430e+01,+2.5896781e+01,-8.3906883e-03,+1.2012843e+00,-1.3185638e+00,+2.3213453e+00,+2.6003561e+01,+4.6940395e+01
+4.6439875e+01,+3.7136520e+01,-8.9758581e-01,-2.4670699e+00,-1.3692282e+00,-2.4693137e-01,+6.6437539e+01,+2.2045520e+02
+3.3843613e+01,+3.2150885e+01,-2.0616410e+00,-3.9726591e-01,+1.1413815e+00,-1.9073519e+00,+1.3513925e+02,+3.4721457e+01
+2.6218697e+01,+1.4077021e+01,+2.0472994e+00,+2.4064522e+00,+3.0660324e+00,+6.4351392e-01,+1.0324973e+02,+7.8723453e+01
+4.9293781e+01,+4.0448203e+01,-7.9770654e-01,-1.5242039e+00,+4.7771966e-01,-1.6120396e+00,+6.5826992e+01,+9.7263391e+01
+4.8687695e+01,+4.5305563e+01,+2.1597886e+00,+2.0640860e+00,+2.5407047e+00,-3.9998960e-01,+2.1385231e+02,+1.8133617e+02
+5.3779152e+01,+3.7676828e+01,+5.5084896e-01,+1.0637766e+00,-3.6683029e-01,+2.0948384e+00,+6.2146883e+01,+6.1082559e+01
+5.8286105e+01,+1.5471150e+01,-1.4157726e-01,+1.7266730e+00,-8.9066911e-01,+1.3009038e-02,+5.8871230e+01,+4.4864742e+01
+4.4608172e+01,+3.0647787e+01,-1.8099655e+00,-9.4909245e-01,-5.0665915e-01,+2.0375593e+00,+1.3993353e+02,+4.5518953e+01
+6.1622133e+01,+3.4294219e+01,+1.4443943e-01,-4.9812838e-01,+1.5458530e-01,+2.3480372e+00,+6.2266145e+01,+3.8637816e+01
+5.6765437e+01,+3.4410773e+01,-1.0915176e+00,-1.0378094e+00,+3.8315821e-01,-2.9417439e+00,+9.4074461e+01,+5.4665914e+01
+5.3647422e+01,+4.3210234e+01,+2.0714703e+00,+2.4555442e+00,-2.0578349e+00,+7.2000086e-01,+2.1626575e+02,+2.5361364e+02
+3.8209340e+01,+3.7225410e+01,+2.3607008e+00,-1.5646607e-01,+2.8255897e+00,-7.1078527e-01,+2.0428113e+02,+3.7682156e+01
+3.8232121e+01,+1.1269799e+01,+1.8102107e+00,+8.4358829e-01,-6.3481176e-01,-8.4282064e-01,+1.1996006e+02,+1.5523707e+01
+4.9364418e+01,+4.0117145e+01,+2.0046387e+00,+1.4341948e+00,+2.9521577e+00,-4.7002908e-02,+1.8655113e+02,+8.8951242e+01
+3.0631756e+01,+2.7445807e+01,+2.3955652e-01,+2.2100892e+00,+8.1866257e-02,-3.0785840e+00,+3.1514904e+01,+1.2661053e+02
+4.7202074e+01,+4.3212449e+01,+2.1521898e-01,+3.7147582e-01,+1.5781885e+00,-1.4983428e+00,+4.8299480e+01,+4.6228430e+01
+2.8272273e+01,+8.0300410e+00,+3.5603589e-01,+2.5805964e+00,+2.8216386e+00,-1.1633503e+00,+3.0083201e+01,+5.3322551e+01
+3.5530762e+01,+8.5388467e+00,+8.7808877e-01,+2.4374795e+00,-6.3039249e-01,-1.1965554e+00,+5.0131754e+01,+4.9233027e+01
+4.6237273e+01,+4.1801426e+01,-2.0719466e+00,-1.4776417e+00,-1.4543231e+00,+1.7357256e+00,+1.8647970e+02,+9.6368508e+01
+5.5750910e+01,+3.4146145e+01,-1.9551085e+00,-1.7223884e+00,+2.7902908e+00,-4.5696095e-01,+2.0087708e+02,+9.8622969e+01
+1.0030673e+02,+1.8161086e+01,-6.1265457e-01,+1.1107059e+00,+2.0177841e+00,+1.5408871e+00,+1.1972781e+02,+3.0563541e+01
+4.7545027e+01,+4.2963305e+01,-3.9277139e-01,-7.1807671e-01,+1.0120112e+00,-2.1738617e+00,+5.1259898e+01,+5.4524297e+01
+4.5701687e+01,+4.0282816e+01,+5.0381064e-01,+1.3329228e+00,-2.9748843e+00,+2.4622887e-01,+5.1625641e+01,+8.1689922e+01
+3.8782387e+01,+3.5855777e+01,-1.9720130e+00,-5.5743837e-01,-7.2875160e-01,+2.9943085e+00,+1.4202700e+02,+4.1572539e+01
+5.4792914e+01,+3.7271492e+01,-1.8047506e-01,+1.3768056e-01,-1.3965305e+00,+2.0745201e+00,+5.5687777e+01,+3.7625457e+01
+5.1525617e+01,+3.8056590e+01,-1.3631079e+00,-1.1003738e-01,+2.7265038e+00,-1.8012614e+00,+1.0728112e+02,+3.8287223e+01
+4.8246895e+01,+3.8235312e+01,-1.7113936e+00,-2.2569420e+00,-3.9799941e-01,+2.7125177e+00,+1.3792064e+02,+1.8464787e+02
+4.0982793e+01,+3.6837801e+01,-1.6353117e+00,-4.2099136e-01,-2.0597243e+00,+1.2559793e+00,+1.0913613e+02,+4.0150750e+01
+3.3325902e+01,+2.7569631e+01,+3.0008537e-01,+2.2584293e+00,+5.0027245e-01,-2.6543949e+00,+3.4837715e+01,+1.3333450e+02
+4.2526730e+01,+2.7680160e+01,-1.1116391e+00,+3.0458570e-01,+1.8769335e+00,-1.2847174e+00,+7.1622570e+01,+2.8974096e+01
+4.3437363e+01,+2.9166695e+01,+5.8897960e-01,+1.6597593e+00,+8.8281736e-02,+3.0432124e+00,+5.1191840e+01,+7.9453430e+01
+3.0838260e+01,+2.4009904e+01,-1.8235426e+00,-1.6999984e+00,+3.0462737e+00,+2.6749601e+00,+9.7991930e+01,+6.7907562e+01
+8.3954625e+01,+3.0977387e+01,-1.4712425e+00,-6.2319934e-01,+7.4213499e-01,+2.4278293e+00,+1.9243589e+02,+3.7190223e+01
+5.2641637e+01,+3.8703988e+01,+1.3560036e+00,+1.2836001e+00,+1.2420451e-02,-3.0096757e+00,+1.0892455e+02,+7.5214414e+01
+2.9108395e+01,+1.0464254e+01,+2.3821177e+00,+1.0258149e+00,-1.4818913e+00,+1.8300316e+00,+1.5893425e+02,+1.6470404e+01
+4.1347777e+01,+1.4900761e+01,+2.7272338e-01,-2.2032063e+00,-1.4962519e+00,+2.3971276e+00,+4.2895145e+01,+6.8278688e+01
+2.8533988e+01,+2.3299096e+01,+6.7507291e-01,+2.6890061e+00,-2.4017389e+00,+5.7678348e-01,+3.5286648e+01,+1.7223848e+02
+7.4534031e+01,+5.2096867e+01,+1.7264399e-01,-3.9560953e-01,-7.2212714e-01,+7.1782470e-01,+7.5647570e+01,+5.6227074e+01
+4.8561336e+01,+4.4684293e+01,-2.1029332e+00,-1.9469744e+00,-2.5028481e+00,+7.4157023e-01,+2.0182714e+02,+1.5974994e+02
+4.3319500e+01,+4.2747852e+01,-3.4441775e-01,+2.1249008e-01,+2.0218258e-01,-2.9447439e+00,+4.5914477e+01,+4.3716691e+01
+4.8103883e+01,+3.2507656e+01,+2.2117059e+00,+1.0784812e+00,-1.3769746e+00,+2.1011815e+00,+2.2225906e+02,+5.3317898e+01
+4.4947133e+01,+3.6730250e+01,-3.4954867e-01,+6.1773837e-01,-2.0632653e+00,+1.3764067e+00,+4.7721121e+01,+4.3964109e+01
+2.7984334e+01,+1.8881416e+01,-8.7508553e-01,-2.0503816e-01,+1.0442605e-01,+2.9597564e+00,+3.9400641e+01,+1.9279992e+01
+3.4265160e+01,+3.1982680e+01,-5.3087372e-01,-2.3155191e+00,-1.9046214e+00,+1.1313920e+00,+3.9208195e+01,+1.6357377e+02
+2.8791180e+01,+1.2703559e+01,+2.0603054e+00,+2.1160662e+00,+1.2646527e+00,+1.6573246e+00,+1.1481612e+02,+5.3475313e+01
+5.5234102e+01,+2.9088896e+01,+2.4188483e+00,+1.3408437e+00,+2.4089644e+00,-7.3468024e-01,+3.1267856e+02,+5.9397953e+01
+3.1085090e+01,+2.8998346e+01,-1.8163188e+00,+4.0290717e-02,-2.6219208e+00,+6.3684469e-01,+9.8101547e+01,+2.9022078e+01
+5.7278203e+01,+3.9935984e+01,-1.4927601e+00,-1.8165212e+00,+2.4282324e-01,-3.1020565e+00,+1.3386237e+02,+1.2605828e+02
+4.9789621e+01,+4.1154652e+01,-2.2216332e+00,-8.0808747e-01,-4.5283967e-01,+2.8375497e+00,+2.3228883e+02,+5.5339168e+01
+4.6683551e+01,+3.8663410e+01,+1.1621368e+00,+1.8201977e+00,-1.9989202e+00,+9.4288206e-01,+8.1919687e+01,+1.2246775e+02
+3.9136598e+01,+3.7079113e+01,-8.7386346e-01,-2.2572737e+00,+6.3059765e-01,+2.8404572e+00,+5.5055145e+01,+1.7912241e+02
+6.8989563e+01,+1.2363258e+01,+1.8550732e+00,+1.7008957e+00,-2.1192431e-01,-2.5483696e+00,+2.2589280e+02,+3.4996664e+01
+5.1602082e+01,+4.2532313e+01,-1.7016997e+00,-2.0185120e+00,-3.0238135e+00,+2.8732932e-01,+1.4617922e+02,+1.6289811e+02
+3.5982363e+01,+2.9048936e+01,+1.3138705e+00,-4.1659027e-01,-9.4914508e-01,+2.3443091e+00,+7.1772656e+01,+3.1606287e+01
+2.6826986e+01,+1.4017672e+01,-2.3683884e+00,-2.4643617e+00,-2.4113241e-01,+2.8026075e+00,+1.4451427e+02,+8.2991898e+01
+4.2891785e+01,+3.8982438e+01,+3.8736686e-02,-4.8366514e-01,+1.0224035e+00,-2.0214386e+00,+4.2923969e+01,+4.3631641e+01
+4.0251539e+01,+3.3288426e+01,-1.0002350e+00,-2.4625452e+00,-1.6748053e+00,+1.4341996e+00,+6.2122488e+01,+1.9673223e+02
+5.2841777e+01,+5.0648453e+01,-7.5853109e-01,-7.3279381e-01,+2.8575516e+00,+7.5037694e-01,+6.8786641e+01,+6.4866840e+01
+5.6679957e+01,+3.0192219e+01,-1.2661988e+00,-1.7911098e+00,-1.7955194e+00,+1.1898198e+00,+1.0852073e+02,+9.3035547e+01
+6.4051316e+01,+3.9613184e+01,-1.1669456e+00,-1.5821134e+00,-2.8321443e+00,+1.2388139e+00,+1.1284185e+02,+1.0043462e+02
+4.5864402e+01,+7.6266675e+00,-2.2331119e+00,-9.6379805e-01,+2.0687904e+00,-1.2288816e+00,+2.1638931e+02,+1.1452219e+01
+6.0599340e+01,+2.6657008e+01,+2.7469715e-01,+1.2063260e+00,-1.1905588e+00,+1.8910317e+00,+6.2900211e+01,+4.8522285e+01
+5.9509789e+01,+1.0093961e+01,+5.9264332e-01,-1.8738910e+00,-2.3771948e-01,-2.9776247e+00,+7.0270047e+01,+3.3648809e+01
+3.0452879e+01,+2.5975123e+01,-3.7354252e-01,+1.8297148e+00,-3.0299337e+00,-4.9456814e-01,+3.2602477e+01,+8.3023938e+01
+3.4015820e+01,+3.3897551e+01,+1.1850838e-01,+1.6573012e+00,-1.6668309e-02,+3.1184182e+00,+3.4254965e+01,+9.2129969e+01
+4.7564109e+01,+3.8324141e+01,+1.9671019e+00,+1.1997399e+00,-1.2333413e+00,+1.6961839e+00,+1.7336611e+02,+6.9376773e+01
+5.4979801e+01,+5.1990770e+01,+3.5809852e-02,+1.8210418e+00,+6.4434052e-01,-2.1055255e+00,+5.5015156e+01,+1.6481464e+02
+6.9163695e+01,+6.5418449e+01,-2.1725149e-01,+3.9092159e-01,-9.1538809e-02,-3.0073707e+00,+7.0802328e+01,+7.0481047e+01
+4.5619281e+01,+3.9163125e+01,-2.3542566e+00,-1.5326132e+00,+1.7919680e+00,-1.2735034e+00,+2.4235844e+02,+9.4896836e+01
+7.7818711e+01,+1.8984879e+01,+1.9032090e+00,+1.0455369e+00,-2.1822805e+00,+1.2201830e+00,+2.6678094e+02,+3.0341904e+01
+3.3572039e+01,+7.5299956e+00,+1.6975800e+00,+1.1418726e+00,-1.8458066e+00,+7.8132498e-01,+9.4737648e+01,+1.2996207e+01
+6.9924891e+01,+2.6959676e+01,+8.1074870e-01,+3.7021470e-01,+9.9288963e-02,-2.8514071e+00,+9.4192906e+01,+2.8828406e+01
+4.2203855e+01,+3.9720410e+01,-1.8595985e+00,-8.1551331e-01,-6.8775660e-01,+2.4872072e+00,+1.3878512e+02,+5.3677125e+01
+6.1196504e+01,+3.0423076e+01,-1.8493474e+00,-2.4273176e+00,-2.4124041e+00,+2.4541588e-01,+1.9928672e+02,+1.7366598e+02
+3.7020668e+01,+3.5055324e+01,-2.3987796e+00,-8.7956619e-01,-8.5805339e-01,+2.5476117e+00,+2.0547512e+02,+4.9512551e+01
+4.6955477e+01,+3.8938613e+01,+2.4592259e+00,+1.8121068e+00,-9.7284329e-01,+2.1422672e+00,+2.7659722e+02,+1.2239661e+02
+5.1828934e+01,+2.7498930e+01,-1.2750773e+00,+4.9819782e-01,-2.8765712e+00,+1.2168858e+00,+9.9988109e+01,+3.0982914e+01
+5.2640051e+01,+3.7322527e+01,-1.3368921e+00,-2.4102657e+00,-2.3860388e+00,+4.4617122e-01,+1.0711870e+02,+2.0950464e+02
+3.1446143e+01,+1.1545177e+01,-6.4083081e-01,-7.6964593e-01,+4.4847918e-01,-1.5545067e+00,+3.8127207e+01,+1.5136759e+01
+2.5624949e+01,+1.3155348e+01,-6.7273623e-01,-7.6549757e-01,-2.4387357e+00,+6.5503293e-01,+3.1645559e+01,+1.7202035e+01
+7.4842266e+01,+4.4504223e+01,+9.3677145e-01,+2.0726836e+00,+3.7860617e-01,-5.1431382e-01,+1.1015367e+02,+1.7961831e+02
+6.4797512e+01,+2.0544617e+01,-6.1819434e-01,-8.1624383e-01,+2.3222702e+00,+1.9645557e+00,+7.7578531e+01,+2.7777109e+01
+3.1710379e+01,+9.3054834e+00,-1.3581318e+00,-7.9999292e-01,-2.3471150e+00,+9.6194702e-01,+6.5736594e+01,+1.2445420e+01
+3.9762387e+01,+3.8146719e+01,-1.8954942e+00,-6.0730910e-01,-8.3149403e-01,+2.4364018e+00,+1.3531306e+02,+4.5400453e+01
+7.1010242e+01,+6.7201164e+01,-5.7076156e-01,-1.3428228e-01,-2.9188461e+00,+2.0624979e+00,+8.2894133e+01,+6.7807953e+01
+5.1721371e+01,+4.1146520e+01,-2.0976582e+00,-1.8296392e+00,+6.1232841e-01,-2.5631843e+00,+2.1386303e+02,+1.3150656e+02
+3.2887996e+01,+2.9668293e+01,-4.9666601e-01,-9.7001356e-01,-1.5449805e+00,+2.4612784e+00,+3.7028578e+01,+4.4755605e+01
+9.0532828e+01,+5.6057594e+01,+1.1127735e+00,+1.4188790e+00,-7.4352348e-01,+6.2828302e-01,+1.5261269e+02,+1.2261120e+02
+4.4312035e+01,+2.5144059e+01,-1.9150148e-01,-1.6455888e+00,-2.9992859e+00,+6.0799599e-01,+4.5127047e+01,+6.7599297e+01
+5.7809961e+01,+3.0296416e+01,-1.3915383e+00,-8.0453438e-01,+8.3982068e-01,-2.7525656e+00,+1.2341631e+02,+4.0642043e+01
+2.8381389e+01,+1.1350221e+01,+2.4628574e-01,+1.2119141e+00,+8.8141650e-01,-3.3411360e-01,+2.9246508e+01,+2.0756924e+01
+4.5606875e+01,+4.1496828e+01,-2.3005326e+00,-1.9092234e+00,+2.7121526e-01,-2.9034293e+00,+2.2985186e+02,+1.4308197e+02
+6.5261965e+01,+2.9564559e+01,+1.1793096e+00,+1.7250970e-01,+2.9663436e+00,+6.4587229e-01,+1.1615387e+02,+3.0005564e+01
+8.4707078e+01,+1.0579281e+01,+1.7258010e+00,-3.4919947e-01,-7.5023450e-02,-1.1851648e+00,+2.4544083e+02,+1.1231380e+01
+4.7862316e+01,+4.4280313e+01,-6.4374292e-01,-9.2554593e-01,-1.1673212e+00,+2.0357463e+00,+5.8126750e+01,+6.4639523e+01
+5.9803289e+01,+3.9359883e+01,+1.5033829e+00,+1.8705462e+00,+1.5417506e+00,-2.5567257e+00,+1.4111345e+02,+1.3079059e+02
+3.0159570e+01,+2.4981240e+01,-1.0767853e+00,+1.0224936e+00,+5.2527738e-01,-2.5892410e+00,+4.9400246e+01,+3.9218387e+01
+4.3829047e+01,+3.6520422e+01,-2.1127441e+00,-1.0780578e+00,+1.8574986e+00,-1.0481513e+00,+1.8390256e+02,+5.9879277e+01
+2.8755174e+01,+2.2156789e+01,-2.1657925e+00,+5.8196895e-02,-1.6938576e+00,+1.5465959e+00,+1.2704284e+02,+2.2194572e+01
+3.9955422e+01,+1.7267277e+01,-1.1711178e+00,+1.0635555e+00,-2.8630095e+00,+6.0443938e-01,+7.0633602e+01,+2.7989402e+01
+3.3422141e+01,+3.2381857e+01,+1.3760989e+00,-2.8452107e-01,+6.7202896e-01,-2.4081507e+00,+7.0386891e+01,+3.3701582e+01
+4.8215484e+01,+4.3098141e+01,+2.0710015e+00,+2.1788046e+00,-1.6049008e+00,+1.7367407e+00,+1.9428006e+02,+1.9284083e+02
+4.8153082e+01,+4.4282469e+01,-1.3701122e-01,-3.7354264e-01,-1.8344009e-01,+2.8726990e+00,+4.8605871e+01,+4.7408137e+01
+2.5851082e+01,+2.2472051e+01,+6.8984574e-01,-1.7482346e+00,+2.4638669e+00,-9.3759134e-02,+3.2250020e+01,+6.6500797e+01
+3.9637766e+01,+3.2292627e+01,+1.6118306e+00,-5.2784659e-02,-2.1118231e+00,+6.3052610e-02,+1.0328610e+02,+3.2337797e+01
+3.4635836e+01,+3.2735520e+01,-8.3300009e-02,-1.6597474e+00,-1.0245359e+00,+2.0726011e+00,+3.4756074e+01,+8.9174328e+01
+9.8099055e+01,+1.6815768e+01,+5.3150547e-01,-1.3002801e+00,+2.0707545e+00,+2.5370631e+00,+1.1228479e+02,+3.3150605e+01
+4.6342543e+01,+3.4483164e+01,-2.7565372e-01,-1.3737704e+00,-2.9765353e+00,+8.3416700e-02,+4.8114504e+01,+7.2472773e+01
+3.7719219e+01,+3.0735432e+01,+4.5570168e-01,-1.1246706e+00,+9.8073584e-01,-1.7078282e+00,+4.1704062e+01,+5.2311227e+01
+6.5865641e+01,+4.0656125e+01,-1.2896440e+00,-4.8010790e-01,+4.4712499e-01,+2.2291455e+00,+1.2866404e+02,+4.5432641e+01
+6.6909078e+01,+3.7516996e+01,-5.8897704e-02,+7.6208895e-01,-2.1048365e+00,+1.6722016e+00,+6.7025164e+01,+4.8949141e+01
+4.6540301e+01,+4.3234250e+01,+2.3967338e+00,+1.9808376e+00,+1.2016060e+00,-1.9919059e+00,+2.5779244e+02,+1.5968064e+02
+3.7850168e+01,+9.2401113e+00,-1.2702041e+00,-9.8560303e-01,+2.4621391e+00,+2.8534451e+00,+7.2716867e+01,+1.4103373e+01
+4.5615723e+01,+4.3834449e+01,-3.2742906e-02,+2.4351852e-01,+5.4164511e-01,-2.3072381e+00,+4.5640176e+01,+4.5140605e+01
+3.7651926e+01,+3.3908813e+01,-8.1602174e-01,-2.2929811e+00,-1.3767926e+00,+1.6668859e+00,+5.0899348e+01,+1.6963541e+02
+6.4738992e+01,+3.9405746e+01,+2.2600846e+00,+2.2002389e+00,-8.5694200e-01,+3.0078778e+00,+3.1360353e+02,+1.8004384e+02
+3.8218629e+01,+2.9860041e+01,-1.7883948e+00,-1.3135786e-01,+8.8816341e-03,+2.7432275e+00,+1.1746642e+02,+3.0118213e+01
+4.8613570e+01,+4.5111828e+01,-1.1398420e+00,-1.6052101e+00,-2.3797674e+00,+8.6004961e-01,+8.3764750e+01,+1.1683411e+02
+5.8695480e+01,+3.8182574e+01,-2.2324946e+00,-2.0590465e+00,-2.6448395e+00,-4.4450354e-02,+2.7675959e+02,+1.5208248e+02
+3.6800961e+01,+2.5636229e+01,-5.9598088e-01,+1.3731740e+00,+6.3293082e-01,-2.1358185e+00,+4.3532574e+01,+5.3851090e+01
+4.9131254e+01,+3.5217523e+01,+1.7036340e+00,+2.4070995e+00,-5.3496581e-01,+1.9550964e+00,+1.3943200e+02,+1.9707359e+02
+5.9738547e+01,+2.2773070e+01,-4.1333875e-01,+9.0513754e-01,-9.9950969e-01,+2.5599921e+00,+6.4914836e+01,+3.2756479e+01
+3.2951172e+01,+7.5004614e+00,+7.4524748e-01,-1.6239059e+00,-2.2081771e+00,-1.5049641e+00,+4.2533039e+01,+1.9763973e+01
+3.6102324e+01,+1.0202346e+01,+1.1248902e+00,+3.3937871e-01,+9.1516703e-01,+2.5105605e+00,+6.1456387e+01,+1.0795549e+01
+3.5647355e+01,+2.8917578e+01,+2.2412410e+00,+5.3636783e-01,+5.2257973e-01,-2.7763546e+00,+1.6952673e+02,+3.3177918e+01
+4.0327035e+01,+2.8161184e+01,-2.2569695e-01,-1.8905557e+00,-2.0970106e+00,+1.1693673e+00,+4.1358516e+01,+9.5382437e+01
+8.5625859e+01,+8.5534086e+01,-5.4836822e-01,+6.7283070e-01,-9.4076145e-01,+2.1956139e+00,+9.8825898e+01,+1.0563627e+02
+3.3390031e+01,+3.0370523e+01,-2.2130289e+00,-3.4188932e-01,+5.0367129e-01,-2.7817805e+00,+1.5447461e+02,+3.2162859e+01
+3.9748926e+01,+3.5851801e+01,-1.3058888e+00,-2.5995779e+00,-2.7244403e+00,+2.2477232e-01,+7.8740703e+01,+2.4257978e+02
+4.6241461e+01,+3.9563992e+01,-2.4733121e+00,-2.1026647e+00,-5.2671236e-01,+2.4811358e+00,+2.7619969e+02,+1.6439020e+02
+6.9369547e+01,+3.4934500e+01,+5.1143020e-01,+7.7814949e-01,-7.1717697e-01,-2.5153117e+00,+7.8641203e+01,+4.6055797e+01
+5.6961316e+01,+4.9317277e+01,+4.2116708e-01,+7.0282280e-01,-5.5201173e-01,+2.9484966e+00,+6.2088473e+01,+6.2007461e+01
+4.0945344e+01,+3.8273711e+01,+1.2923667e+00,+2.2834303e+00,+2.8478975e+00,-1.0806308e-01,+8.0171352e+01,+1.8968855e+02
+4.3095785e+01,+3.5486074e+01,+1.7412075e+00,+9.8136914e-01,-2.6997340e+00,+8.8121556e-02,+1.2669165e+02,+5.3990469e+01
+4.6719141e+01,+4.5805484e+01,-9.8350817e-01,-1.1426619e+00,+1.0102618e+00,-1.8312767e+00,+7.1195688e+01,+7.9107711e+01
+5.5299617e+01,+3.1637490e+01,-1.6623628e-01,+4.3018574e-01,+1.8427653e+00,-1.2494916e+00,+5.6065566e+01,+3.4610488e+01
+5.8355777e+01,+3.4784809e+01,+2.1672091e+00,+1.8644096e+00,+3.6477757e-01,+3.1335275e+00,+2.5817683e+02,+1.1491362e+02
+4.6007953e+01,+4.2936902e+01,-6.2153256e-01,+1.3732967e-01,+6.0839039e-01,-2.0358987e+00,+5.5184336e+01,+4.3342551e+01
+5.3785934e+01,+2.2098744e+01,+4.5352209e-01,+3.4206003e-01,-1.4034835e+00,+1.8096859e+00,+5.9412895e+01,+2.3404471e+01
+2.7810270e+01,+2.6884564e+01,+1.3700742e-01,+2.2961309e+00,-2.9228384e+00,+4.2186192e-01,+2.8071891e+01,+1.3491100e+02
+2.6181818e+01,+2.3414166e+01,-9.1386843e-01,-1.8732291e+00,+6.2433881e-01,-2.6352403e+00,+3.7897305e+01,+7.8003297e+01
+7.1958789e+01,+4.0830969e+01,-8.9319921e-01,-2.1242819e+00,-2.1297493e+00,-1.0803000e+00,+1.0262324e+02,+1.7325411e+02
+4.4841406e+01,+4.2980500e+01,+6.2174177e-01,+6.7261553e-01,-1.5549095e+00,+1.2970601e+00,+5.3791340e+01,+5.3075164e+01
